,Policy,sus,sec,eff
21,"Society (0.0, 1.0, 0.0)","(0.6542267498160456, 0.22416048957209667)","(0.29702802631666264, 0.0970941634381398)","(1.0842543207051534, 0.49601380734361794)"
22,"Society (0.25, 0.0, 0.75)","(0.3978312737637775, 0.11757751637634237)","(0.5907485768020132, 0.21985741050384588)","(0.21859022382597781, 0.1089207530843949)"
23,"Society (0.25, 0.25, 0.5)","(0.4630747641099764, 0.14336925802394954)","(0.515107664299974, 0.16812966106617974)","(0.44258788356045875, 0.2531174801786359)"
24,"Society (0.25, 0.5, 0.25)","(0.5246485167532228, 0.16437367569201525)","(0.4480596125598822, 0.15957915102132608)","(0.657749130532925, 0.32097761095190114)"
25,"Society (0.25, 0.75, 0.0)","(0.584354073443836, 0.20019973347200656)","(0.3733500859530498, 0.12242511018864893)","(0.8665522441788006, 0.41818791299485697)"
26,"Society (0.5, 0.0, 0.5)","(0.3931453109562617, 0.11442233377782104)","(0.5970561365606523, 0.21550049374213365)","(0.22542096147341284, 0.11728965638989025)"
27,"Society (0.5, 0.25, 0.25)","(0.4576195677653519, 0.14017762573126982)","(0.526164251651215, 0.1917556848364175)","(0.4488512472313136, 0.24870579611029758)"
28,"Society (0.5, 0.5, 0.0)","(0.5177708756175553, 0.15922460720499)","(0.4452845353666482, 0.15579380965126893)","(0.6661235720950859, 0.30407297946833894)"
29,"Society (0.75, 0.0, 0.25)","(0.38810636123265513, 0.11047456992244209)","(0.6008263074949547, 0.22242696791798727)","(0.23149343622782526, 0.12316184127998347)"
30,"Society (0.75, 0.25, 0.0)","(0.4497421282000447, 0.12643945421331618)","(0.5232040588333084, 0.19890363904193537)","(0.44751535243765256, 0.21390332921300623)"
31,"Society (1.0, 0.0, 0.0)","(0.38340658279010215, 0.10802199626372055)","(0.5996791414997317, 0.23166123127540622)","(0.24096945956491828, 0.13894954093124948)"
32,"Learning(0.0, 0.0, 1.0)_result_(0.01, 0.01, 0.98)","(0.4030920244702812, 0.12208170565255722)","(0.586399354865295, 0.21813232466546845)","(0.212612851668765, 0.10408009543433726)"
33,"Learning(0.0, 0.25, 0.75)_result_(0.01, 0.04, 0.95)","(0.4056229061304628, 0.12379148546335086)","(0.5818140488353445, 0.21169501393293352)","(0.21278961727052534, 0.10422219523343342)"
34,"Learning(0.0, 0.5, 0.5)_result_(0.02, 0.14, 0.84)","(0.40782361928493055, 0.1306935886753443)","(0.572402522508415, 0.20705608368845957)","(0.2135755392936469, 0.1058817664741679)"
35,"Learning(0.0, 0.75, 0.25)_result_(0.02, 0.17, 0.81)","(0.4087716724323783, 0.13136764134907364)","(0.5719708292145744, 0.20686958348485676)","(0.21362953571990242, 0.10596869021560087)"
36,"Learning(0.0, 1.0, 0.0)_result_(0.0, 0.99, 0.0)","(0.6362506531869784, 0.22298617932631945)","(0.2973893634983764, 0.09721316876749113)","(1.0426730108206117, 0.48823855602330724)"
37,"Learning(0.25, 0.0, 0.75)_result_(0.06, 0.01, 0.93)","(0.40193911745001587, 0.11995616739928708)","(0.5872874669736408, 0.21934613260115338)","(0.21261797567843277, 0.10408711171708353)"
38,"Learning(0.25, 0.25, 0.5)_result_(0.07, 0.04, 0.89)","(0.40003157080852697, 0.11741410395414563)","(0.5837134007572451, 0.21884759462611758)","(0.21299277322395938, 0.10544740739679066)"
39,"Learning(0.25, 0.5, 0.25)_result_(0.11, 0.13, 0.76)","(0.4033554932202127, 0.11964544342145442)","(0.5754584592955085, 0.21296655036340165)","(0.21352015941412997, 0.10583502246061076)"
40,"Learning(0.25, 0.75, 0.0)_result_(0.3, 0.68, 0.03)","(0.5224349236530926, 0.18488260545933313)","(0.330096154910088, 0.11325387717849385)","(0.7366949144442946, 0.4422073182932612)"
41,"Learning(0.5, 0.0, 0.5)_result_(0.22, 0.02, 0.76)","(0.39682396117821456, 0.11535517742122804)","(0.5908411593078008, 0.22280452194663292)","(0.21345849582308132, 0.1055965460538266)"
42,"Learning(0.5, 0.25, 0.25)_result_(0.28, 0.08, 0.64)","(0.3987188638918604, 0.11634370291239882)","(0.584392433652714, 0.21953501496481578)","(0.2132907174094917, 0.10550177570564001)"
43,"Learning(0.5, 0.5, 0.0)_result_(0.59, 0.39, 0.02)","(0.4307573987255302, 0.13401688470008502)","(0.42383118806691, 0.18703185863262406)","(0.42551714988191014, 0.2882034347223115)"
44,"Learning(0.75, 0.0, 0.25)_result_(0.39, 0.01, 0.6)","(0.3920233279572322, 0.11106033660822014)","(0.606070087953604, 0.22958094572345156)","(0.21494356471789375, 0.10578654547333236)"
45,"Learning(0.75, 0.25, 0.0)_result_(0.84, 0.16, 0.0)","(0.3894063727309817, 0.11130932985491221)","(0.5321121950475668, 0.21112329016021972)","(0.2663313348863372, 0.1759732794223338)"
46,"Learning(1.0, 0.0, 0.0)_result_(0.95, 0.02, 0.03)","(0.3834440576542157, 0.10802286511984693)","(0.5981943836528731, 0.23181513566290887)","(0.2409148559232371, 0.13892143095530834)"
