,Policy,sus,sec,eff
21,"Society (0.0, 1.0, 0.0)","(0.6542267498160456, 0.22416048957209667)","(0.29702802631666264, 0.0970941634381398)","(1.0842543207051534, 0.49601380734361794)"
22,"Society (0.25, 0.0, 0.75)","(0.3983679759463198, 0.11807337602766117)","(0.5926319026222412, 0.21700104191855463)","(0.2183517709134704, 0.1090367767163981)"
23,"Society (0.25, 0.25, 0.5)","(0.4579940766073138, 0.13293007940385076)","(0.5168594702614524, 0.18344957302636594)","(0.43078344839523197, 0.19781154645827248)"
24,"Society (0.25, 0.5, 0.25)","(0.5254615642297339, 0.1635155463824841)","(0.44205612665211536, 0.15012564279325014)","(0.6636673631570854, 0.32542347392132465)"
25,"Society (0.25, 0.75, 0.0)","(0.5878552019833526, 0.19469245766211832)","(0.3703058303187917, 0.12271512449702186)","(0.8767522691446511, 0.4163878681339686)"
26,"Society (0.5, 0.0, 0.5)","(0.39219988489808444, 0.11452982084636298)","(0.5951473960850929, 0.22185518102465654)","(0.22832767609016677, 0.11872204513274029)"
27,"Society (0.5, 0.25, 0.25)","(0.45629742512874616, 0.12931314750256712)","(0.5269316485858948, 0.1903451620077293)","(0.4414596865840922, 0.20165287498507356)"
28,"Society (0.5, 0.5, 0.0)","(0.5171299995266295, 0.16940143227766424)","(0.449451765992432, 0.16650370114926508)","(0.6585615947077473, 0.3568792254387426)"
29,"Society (0.75, 0.0, 0.25)","(0.38814807776928467, 0.11096607449436452)","(0.5946189086839456, 0.22285508487138225)","(0.23615399821482194, 0.1333266504004353)"
30,"Society (0.75, 0.25, 0.0)","(0.4552237107432264, 0.13753143964893927)","(0.5212847136211118, 0.1977273575576923)","(0.4595841409706688, 0.23843292853555334)"
31,"Society (1.0, 0.0, 0.0)","(0.38340658279010215, 0.10802199626372055)","(0.5996791414997317, 0.23166123127540622)","(0.24096945956491828, 0.13894954093124948)"
32,"Learning(0.0, 0.0, 1.0)_result_(0.01, 0.01, 0.98)","(0.4030920244702812, 0.12208170565255722)","(0.586399354865295, 0.21813232466546845)","(0.212612851668765, 0.10408009543433726)"
33,"Learning(0.0, 0.25, 0.75)_result_(0.68, 0.31, 0.01)","(0.411153027575653, 0.12482894019341653)","(0.46198429120838563, 0.189616344987192)","(0.3466889825013871, 0.2351575770265451)"
34,"Learning(0.0, 0.5, 0.5)_result_(0.51, 0.48, 0.01)","(0.4574579257467504, 0.15421419336782743)","(0.3855945645419093, 0.14472102609550463)","(0.5214714090750356, 0.3419485819887815)"
35,"Learning(0.0, 0.75, 0.25)_result_(0.28, 0.71, 0.01)","(0.5386636767063081, 0.1882669979747621)","(0.3214199368397347, 0.10795520419051961)","(0.7816812633628663, 0.44467556122111324)"
36,"Learning(0.0, 1.0, 0.0)_result_(0.0, 0.99, 0.0)","(0.6362506531869784, 0.22298617932631945)","(0.2973893634983764, 0.09721316876749113)","(1.0426730108206117, 0.48823855602330724)"
37,"Learning(0.25, 0.0, 0.75)_result_(0.31, 0.12, 0.56)","(0.39836617759321696, 0.11653076324194012)","(0.5793308735850778, 0.2204155370339108)","(0.2142757775111118, 0.10610110187459267)"
38,"Learning(0.25, 0.25, 0.5)_result_(0.72, 0.27, 0.0)","(0.40499801455313755, 0.11714704923519778)","(0.47793123065122545, 0.20526627602437064)","(0.3274503827323267, 0.20897709678382403)"
39,"Learning(0.25, 0.5, 0.25)_result_(0.54, 0.45, 0.01)","(0.4501891630712443, 0.15260390422587303)","(0.3947006856682205, 0.1562218949133131)","(0.49505140627719046, 0.33556310509396226)"
40,"Learning(0.25, 0.75, 0.0)_result_(0.33, 0.66, 0.01)","(0.5298423095028786, 0.18215535778599137)","(0.325771261678088, 0.11354762467462154)","(0.7609643912912457, 0.43285353640080265)"
41,"Learning(0.5, 0.0, 0.5)_result_(0.61, 0.07, 0.32)","(0.38923767374868284, 0.10930767723769103)","(0.5961268325809215, 0.2358203524017271)","(0.2194863130965754, 0.10943842173142897)"
42,"Learning(0.5, 0.25, 0.25)_result_(0.74, 0.25, 0.0)","(0.40284930484439857, 0.1165618629190575)","(0.4842760588391301, 0.20496752278258304)","(0.31532031791836124, 0.19933516040725427)"
43,"Learning(0.5, 0.5, 0.0)_result_(0.52, 0.47, 0.01)","(0.4574579257467504, 0.15421419336782743)","(0.3855945645419093, 0.14472102609550463)","(0.5214714090750356, 0.3419485819887815)"
44,"Learning(0.75, 0.0, 0.25)_result_(0.73, 0.05, 0.22)","(0.38596362934990075, 0.10865496043225244)","(0.5974244005182731, 0.24203076410078764)","(0.22759983092998337, 0.11948806805215566)"
45,"Learning(0.75, 0.25, 0.0)_result_(0.7, 0.3, 0.0)","(0.411153027575653, 0.12482894019341653)","(0.46198429120838563, 0.189616344987192)","(0.3466889825013871, 0.2351575770265451)"
46,"Learning(1.0, 0.0, 0.0)_result_(0.92, 0.02, 0.06)","(0.3834440576542157, 0.10802286511984693)","(0.5981943836528731, 0.23181513566290887)","(0.2409148559232371, 0.13892143095530834)"
