# Number of events: 15000
# Number of events types: 10
# Number of events attributes: 3
# Minimum intermediate seconds: 1
# Maximum intermediate seconds: 10
# Complex Event: 2023-09-20 13:35:49; HIT
# Event attributes: TEMP: {1 - 100}, ID: {1 - 10}, ROOM: {1 - 10}, 
# Used rule: [every((A0 = A -> B0 = B)) where timer:within(60 sec)] where (A0.ROOM = B0.ROOM)

2023-09-20 13:37:42; C; TEMP: 41; ID: 3; ROOM: 5
2023-09-20 13:49:13; HIT
2023-09-20 13:49:18; F; TEMP: 80; ID: 4; ROOM: 9
2023-09-20 13:49:23; C; TEMP: 15; ID: 8; ROOM: 9
2023-09-20 13:49:26; A; TEMP: 63; ID: 5; ROOM: 1
2023-09-20 13:49:33; C; TEMP: 25; ID: 2; ROOM: 5
2023-09-20 13:49:42; J; TEMP: 38; ID: 9; ROOM: 3
2023-09-20 13:49:50; G; TEMP: 14; ID: 7; ROOM: 1
2023-09-20 13:49:55; G; TEMP: 8; ID: 1; ROOM: 9
2023-09-20 13:49:56; I; TEMP: 82; ID: 9; ROOM: 5
2023-09-20 13:50:03; I; TEMP: 44; ID: 10; ROOM: 5
2023-09-20 13:50:07; G; TEMP: 42; ID: 7; ROOM: 9
2023-09-20 13:50:15; J; TEMP: 18; ID: 7; ROOM: 10
2023-09-20 13:50:16; A; TEMP: 64; ID: 9; ROOM: 6
2023-09-20 13:50:22; A; TEMP: 64; ID: 2; ROOM: 9
2023-09-20 13:50:23; B; TEMP: 21; ID: 3; ROOM: 6
2023-09-20 13:50:23; HIT
2023-09-20 13:50:28; H; TEMP: 93; ID: 4; ROOM: 5
2023-09-20 13:50:36; H; TEMP: 56; ID: 3; ROOM: 7
2023-09-20 13:50:45; B; TEMP: 89; ID: 3; ROOM: 9
2023-09-20 13:50:47; E; TEMP: 16; ID: 8; ROOM: 8
2023-09-20 13:50:49; H; TEMP: 44; ID: 5; ROOM: 4
2023-09-20 13:50:57; A; TEMP: 77; ID: 4; ROOM: 10
2023-09-20 13:51:04; A; TEMP: 81; ID: 9; ROOM: 5
2023-09-20 13:51:10; G; TEMP: 20; ID: 8; ROOM: 1
2023-09-20 13:51:12; C; TEMP: 29; ID: 8; ROOM: 2
2023-09-20 13:51:18; C; TEMP: 64; ID: 4; ROOM: 10
2023-09-20 13:51:22; F; TEMP: 4; ID: 6; ROOM: 2
2023-09-20 13:51:23; A; TEMP: 13; ID: 10; ROOM: 10
2023-09-20 13:51:32; B; TEMP: 84; ID: 7; ROOM: 10
2023-09-20 13:51:32; HIT
2023-09-20 13:51:38; E; TEMP: 89; ID: 3; ROOM: 3
2023-09-20 13:51:46; A; TEMP: 50; ID: 4; ROOM: 8
2023-09-20 13:51:52; C; TEMP: 95; ID: 9; ROOM: 7
2023-09-20 13:51:53; G; TEMP: 25; ID: 7; ROOM: 4
2023-09-20 13:52:00; H; TEMP: 84; ID: 2; ROOM: 10
2023-09-20 13:52:09; A; TEMP: 83; ID: 10; ROOM: 5
2023-09-20 13:52:13; F; TEMP: 86; ID: 7; ROOM: 2
2023-09-20 13:52:22; I; TEMP: 92; ID: 6; ROOM: 3
2023-09-20 13:52:31; J; TEMP: 8; ID: 5; ROOM: 4
2023-09-20 13:52:33; I; TEMP: 9; ID: 5; ROOM: 3
2023-09-20 13:52:38; G; TEMP: 36; ID: 1; ROOM: 2
2023-09-20 13:52:45; B; TEMP: 15; ID: 8; ROOM: 5
2023-09-20 13:52:53; G; TEMP: 74; ID: 6; ROOM: 3
2023-09-20 13:53:01; I; TEMP: 80; ID: 6; ROOM: 5
2023-09-20 13:53:10; B; TEMP: 88; ID: 6; ROOM: 8
2023-09-20 13:53:18; C; TEMP: 80; ID: 7; ROOM: 9
2023-09-20 13:53:20; B; TEMP: 49; ID: 3; ROOM: 4
2023-09-20 13:53:26; G; TEMP: 89; ID: 9; ROOM: 10
2023-09-20 13:53:34; E; TEMP: 46; ID: 4; ROOM: 4
2023-09-20 13:53:37; D; TEMP: 55; ID: 10; ROOM: 6
2023-09-20 13:53:41; G; TEMP: 12; ID: 8; ROOM: 2
2023-09-20 13:53:46; B; TEMP: 10; ID: 9; ROOM: 3
2023-09-20 13:53:52; E; TEMP: 6; ID: 5; ROOM: 3
2023-09-20 13:53:54; A; TEMP: 10; ID: 8; ROOM: 9
2023-09-20 13:53:59; G; TEMP: 14; ID: 10; ROOM: 7
2023-09-20 13:54:00; B; TEMP: 60; ID: 3; ROOM: 9
2023-09-20 13:54:00; HIT
2023-09-20 13:54:02; C; TEMP: 21; ID: 9; ROOM: 3
2023-09-20 13:54:10; J; TEMP: 24; ID: 9; ROOM: 1
2023-09-20 13:54:17; D; TEMP: 65; ID: 5; ROOM: 3
2023-09-20 13:54:26; H; TEMP: 47; ID: 6; ROOM: 4
2023-09-20 13:54:34; D; TEMP: 67; ID: 3; ROOM: 6
2023-09-20 13:54:35; I; TEMP: 25; ID: 1; ROOM: 2
2023-09-20 13:54:39; F; TEMP: 76; ID: 4; ROOM: 2
2023-09-20 13:54:46; A; TEMP: 88; ID: 7; ROOM: 3
2023-09-20 13:54:52; C; TEMP: 39; ID: 7; ROOM: 5
2023-09-20 13:55:00; A; TEMP: 43; ID: 3; ROOM: 8
2023-09-20 13:55:06; B; TEMP: 22; ID: 5; ROOM: 3
2023-09-20 13:55:08; F; TEMP: 73; ID: 8; ROOM: 10
2023-09-20 13:55:16; G; TEMP: 75; ID: 6; ROOM: 7
2023-09-20 13:55:19; H; TEMP: 20; ID: 7; ROOM: 4
2023-09-20 13:55:25; F; TEMP: 34; ID: 10; ROOM: 7
2023-09-20 13:55:27; H; TEMP: 77; ID: 3; ROOM: 3
2023-09-20 13:55:33; A; TEMP: 10; ID: 2; ROOM: 5
2023-09-20 13:55:38; A; TEMP: 90; ID: 6; ROOM: 5
2023-09-20 13:55:39; C; TEMP: 50; ID: 4; ROOM: 2
2023-09-20 13:55:43; I; TEMP: 24; ID: 8; ROOM: 9
2023-09-20 13:55:45; C; TEMP: 23; ID: 6; ROOM: 6
2023-09-20 13:55:46; F; TEMP: 7; ID: 9; ROOM: 4
2023-09-20 13:55:51; H; TEMP: 40; ID: 7; ROOM: 2
2023-09-20 13:55:57; F; TEMP: 94; ID: 8; ROOM: 7
2023-09-20 13:56:02; D; TEMP: 30; ID: 8; ROOM: 8
2023-09-20 13:56:06; D; TEMP: 52; ID: 4; ROOM: 5
2023-09-20 13:56:07; E; TEMP: 33; ID: 5; ROOM: 1
2023-09-20 13:56:10; H; TEMP: 80; ID: 3; ROOM: 8
2023-09-20 13:56:11; E; TEMP: 98; ID: 5; ROOM: 3
2023-09-20 13:56:12; B; TEMP: 17; ID: 7; ROOM: 5
2023-09-20 13:56:21; I; TEMP: 4; ID: 7; ROOM: 6
2023-09-20 13:56:28; J; TEMP: 74; ID: 9; ROOM: 2
2023-09-20 13:56:32; C; TEMP: 13; ID: 6; ROOM: 5
2023-09-20 13:56:34; A; TEMP: 53; ID: 9; ROOM: 1
2023-09-20 13:56:38; H; TEMP: 93; ID: 5; ROOM: 7
2023-09-20 13:56:47; G; TEMP: 28; ID: 10; ROOM: 4
2023-09-20 13:56:54; J; TEMP: 82; ID: 7; ROOM: 2
2023-09-20 13:56:59; B; TEMP: 69; ID: 6; ROOM: 3
2023-09-20 13:57:01; F; TEMP: 82; ID: 7; ROOM: 1
2023-09-20 13:57:05; E; TEMP: 1; ID: 2; ROOM: 6
2023-09-20 13:57:08; A; TEMP: 93; ID: 7; ROOM: 1
2023-09-20 13:57:13; D; TEMP: 71; ID: 1; ROOM: 9
2023-09-20 13:57:20; J; TEMP: 41; ID: 10; ROOM: 5
2023-09-20 13:57:23; F; TEMP: 55; ID: 2; ROOM: 6
2023-09-20 13:57:26; B; TEMP: 65; ID: 5; ROOM: 1
2023-09-20 13:57:26; HIT
2023-09-20 13:57:28; J; TEMP: 41; ID: 1; ROOM: 7
2023-09-20 13:57:36; H; TEMP: 66; ID: 2; ROOM: 10
2023-09-20 13:57:39; F; TEMP: 8; ID: 8; ROOM: 9
2023-09-20 13:57:45; B; TEMP: 8; ID: 1; ROOM: 5
2023-09-20 13:57:54; G; TEMP: 75; ID: 5; ROOM: 10
2023-09-20 13:58:00; I; TEMP: 62; ID: 4; ROOM: 6
2023-09-20 13:58:05; B; TEMP: 95; ID: 2; ROOM: 7
2023-09-20 13:58:10; B; TEMP: 68; ID: 5; ROOM: 3
2023-09-20 13:58:19; F; TEMP: 43; ID: 9; ROOM: 2
2023-09-20 13:58:21; H; TEMP: 87; ID: 10; ROOM: 4
2023-09-20 13:58:22; G; TEMP: 4; ID: 10; ROOM: 6
2023-09-20 13:58:25; A; TEMP: 15; ID: 1; ROOM: 3
2023-09-20 13:58:28; D; TEMP: 29; ID: 8; ROOM: 6
2023-09-20 13:58:33; B; TEMP: 5; ID: 1; ROOM: 3
2023-09-20 13:58:38; A; TEMP: 89; ID: 7; ROOM: 10
2023-09-20 13:58:43; B; TEMP: 99; ID: 6; ROOM: 2
2023-09-20 13:58:45; J; TEMP: 100; ID: 3; ROOM: 10
2023-09-20 13:58:51; A; TEMP: 59; ID: 3; ROOM: 7
2023-09-20 13:58:57; H; TEMP: 46; ID: 8; ROOM: 10
2023-09-20 13:59:03; A; TEMP: 97; ID: 1; ROOM: 6
2023-09-20 13:59:07; B; TEMP: 48; ID: 2; ROOM: 8
2023-09-20 13:59:08; C; TEMP: 66; ID: 8; ROOM: 7
2023-09-20 13:59:17; J; TEMP: 42; ID: 4; ROOM: 2
2023-09-20 13:59:23; A; TEMP: 77; ID: 1; ROOM: 7
2023-09-20 13:59:25; C; TEMP: 53; ID: 10; ROOM: 3
2023-09-20 13:59:33; A; TEMP: 98; ID: 6; ROOM: 4
2023-09-20 13:59:40; B; TEMP: 79; ID: 3; ROOM: 7
2023-09-20 13:59:40; HIT
2023-09-20 13:59:44; F; TEMP: 17; ID: 9; ROOM: 5
2023-09-20 13:59:53; D; TEMP: 62; ID: 5; ROOM: 7
2023-09-20 13:59:57; I; TEMP: 61; ID: 8; ROOM: 8
2023-09-20 13:59:59; G; TEMP: 62; ID: 4; ROOM: 2
2023-09-20 14:00:03; A; TEMP: 64; ID: 10; ROOM: 9
2023-09-20 14:00:04; E; TEMP: 38; ID: 3; ROOM: 4
2023-09-20 14:00:13; A; TEMP: 69; ID: 10; ROOM: 4
2023-09-20 14:00:18; G; TEMP: 25; ID: 9; ROOM: 6
2023-09-20 14:00:26; A; TEMP: 31; ID: 1; ROOM: 4
2023-09-20 14:00:30; H; TEMP: 13; ID: 10; ROOM: 9
2023-09-20 14:00:39; H; TEMP: 81; ID: 9; ROOM: 1
2023-09-20 14:00:43; A; TEMP: 40; ID: 10; ROOM: 6
2023-09-20 14:00:48; B; TEMP: 56; ID: 10; ROOM: 4
2023-09-20 14:00:54; G; TEMP: 13; ID: 2; ROOM: 3
2023-09-20 14:00:59; J; TEMP: 58; ID: 6; ROOM: 9
2023-09-20 14:01:01; A; TEMP: 32; ID: 1; ROOM: 1
2023-09-20 14:01:10; B; TEMP: 1; ID: 7; ROOM: 5
2023-09-20 14:01:19; I; TEMP: 69; ID: 10; ROOM: 6
2023-09-20 14:01:21; A; TEMP: 27; ID: 10; ROOM: 3
2023-09-20 14:01:29; A; TEMP: 2; ID: 9; ROOM: 5
2023-09-20 14:01:34; J; TEMP: 58; ID: 8; ROOM: 5
2023-09-20 14:01:40; F; TEMP: 81; ID: 2; ROOM: 4
2023-09-20 14:01:49; I; TEMP: 52; ID: 5; ROOM: 10
2023-09-20 14:01:57; B; TEMP: 98; ID: 3; ROOM: 3
2023-09-20 14:01:57; HIT
2023-09-20 14:02:02; C; TEMP: 66; ID: 3; ROOM: 8
2023-09-20 14:02:07; D; TEMP: 37; ID: 6; ROOM: 7
2023-09-20 14:02:09; C; TEMP: 69; ID: 2; ROOM: 3
2023-09-20 14:02:16; A; TEMP: 77; ID: 1; ROOM: 10
2023-09-20 14:02:22; J; TEMP: 44; ID: 8; ROOM: 2
2023-09-20 14:02:30; J; TEMP: 4; ID: 7; ROOM: 3
2023-09-20 14:02:33; G; TEMP: 70; ID: 10; ROOM: 5
2023-09-20 14:02:39; A; TEMP: 2; ID: 5; ROOM: 4
2023-09-20 14:02:46; F; TEMP: 54; ID: 9; ROOM: 9
2023-09-20 14:02:55; E; TEMP: 43; ID: 9; ROOM: 3
2023-09-20 14:02:58; F; TEMP: 36; ID: 2; ROOM: 4
2023-09-20 14:03:05; B; TEMP: 25; ID: 10; ROOM: 10
2023-09-20 14:03:09; D; TEMP: 6; ID: 6; ROOM: 5
2023-09-20 14:03:15; H; TEMP: 100; ID: 5; ROOM: 10
2023-09-20 14:03:23; F; TEMP: 22; ID: 4; ROOM: 1
2023-09-20 14:03:29; J; TEMP: 62; ID: 2; ROOM: 10
2023-09-20 14:03:35; J; TEMP: 86; ID: 6; ROOM: 5
2023-09-20 14:03:44; C; TEMP: 45; ID: 8; ROOM: 6
2023-09-20 14:03:52; J; TEMP: 60; ID: 1; ROOM: 8
2023-09-20 14:04:00; J; TEMP: 31; ID: 9; ROOM: 8
2023-09-20 14:04:02; F; TEMP: 36; ID: 5; ROOM: 4
2023-09-20 14:04:11; A; TEMP: 7; ID: 9; ROOM: 2
2023-09-20 14:04:12; B; TEMP: 35; ID: 5; ROOM: 2
2023-09-20 14:04:12; HIT
2023-09-20 14:04:14; A; TEMP: 55; ID: 7; ROOM: 1
2023-09-20 14:04:23; G; TEMP: 94; ID: 3; ROOM: 5
2023-09-20 14:04:29; F; TEMP: 92; ID: 7; ROOM: 3
2023-09-20 14:04:33; E; TEMP: 41; ID: 8; ROOM: 1
2023-09-20 14:04:42; A; TEMP: 76; ID: 2; ROOM: 10
2023-09-20 14:04:48; C; TEMP: 2; ID: 1; ROOM: 10
2023-09-20 14:04:56; F; TEMP: 10; ID: 1; ROOM: 10
2023-09-20 14:05:03; G; TEMP: 94; ID: 6; ROOM: 10
2023-09-20 14:05:08; D; TEMP: 19; ID: 10; ROOM: 3
2023-09-20 14:05:09; G; TEMP: 45; ID: 8; ROOM: 8
2023-09-20 14:05:17; B; TEMP: 41; ID: 7; ROOM: 10
2023-09-20 14:05:25; H; TEMP: 20; ID: 9; ROOM: 4
2023-09-20 14:05:34; A; TEMP: 79; ID: 1; ROOM: 8
2023-09-20 14:05:40; B; TEMP: 66; ID: 8; ROOM: 3
2023-09-20 14:05:49; D; TEMP: 45; ID: 10; ROOM: 10
2023-09-20 14:05:57; G; TEMP: 55; ID: 1; ROOM: 10
2023-09-20 14:05:59; H; TEMP: 85; ID: 10; ROOM: 3
2023-09-20 14:06:06; C; TEMP: 75; ID: 2; ROOM: 4
2023-09-20 14:06:12; A; TEMP: 31; ID: 5; ROOM: 5
2023-09-20 14:06:18; G; TEMP: 41; ID: 2; ROOM: 7
2023-09-20 14:06:24; I; TEMP: 61; ID: 8; ROOM: 4
2023-09-20 14:06:30; B; TEMP: 84; ID: 7; ROOM: 5
2023-09-20 14:06:30; HIT
2023-09-20 14:06:37; C; TEMP: 66; ID: 6; ROOM: 8
2023-09-20 14:06:46; B; TEMP: 69; ID: 8; ROOM: 4
2023-09-20 14:06:54; A; TEMP: 60; ID: 4; ROOM: 10
2023-09-20 14:07:02; A; TEMP: 9; ID: 8; ROOM: 8
2023-09-20 14:07:03; A; TEMP: 99; ID: 6; ROOM: 8
2023-09-20 14:07:07; F; TEMP: 9; ID: 4; ROOM: 2
2023-09-20 14:07:13; A; TEMP: 13; ID: 2; ROOM: 2
2023-09-20 14:07:19; B; TEMP: 78; ID: 5; ROOM: 9
2023-09-20 14:07:24; A; TEMP: 46; ID: 3; ROOM: 10
2023-09-20 14:07:33; C; TEMP: 6; ID: 10; ROOM: 10
2023-09-20 14:07:34; I; TEMP: 84; ID: 9; ROOM: 7
2023-09-20 14:07:41; B; TEMP: 87; ID: 10; ROOM: 10
2023-09-20 14:07:41; HIT
2023-09-20 14:07:50; F; TEMP: 94; ID: 10; ROOM: 5
2023-09-20 14:07:58; I; TEMP: 70; ID: 2; ROOM: 1
2023-09-20 14:08:01; D; TEMP: 85; ID: 5; ROOM: 8
2023-09-20 14:08:09; G; TEMP: 5; ID: 9; ROOM: 5
2023-09-20 14:08:14; I; TEMP: 83; ID: 4; ROOM: 1
2023-09-20 14:08:22; A; TEMP: 65; ID: 4; ROOM: 10
2023-09-20 14:08:23; B; TEMP: 81; ID: 5; ROOM: 1
2023-09-20 14:08:24; E; TEMP: 11; ID: 10; ROOM: 5
2023-09-20 14:08:26; J; TEMP: 25; ID: 5; ROOM: 3
2023-09-20 14:08:27; A; TEMP: 31; ID: 10; ROOM: 9
