,Policy,sus,sec,eff
21,"Society (0.8, 0.2, 0.0)","(0.4367317491981483, 0.12014655110254853)","(0.5378082594162966, 0.20361408674921475)","(0.4083447704630855, 0.18355234040549206)"
22,"Society (0.9, 0.1, 0.0)","(0.41199292342077426, 0.11915452927401793)","(0.5699025128468316, 0.2210443265407435)","(0.32862382322920514, 0.18992844362263742)"
23,"Society (1.0, 0.0, 0.0)","(0.38340658279010215, 0.10802199626372055)","(0.5996791414997317, 0.23166123127540622)","(0.24096945956491828, 0.13894954093124948)"
24,"Learning(0.0, 1.0, 0.0)_result_(0.0, 1.0, 0.0)","(0.6542267498160456, 0.22416048957209667)","(0.29702802631666264, 0.0970941634381398)","(1.0842543207051534, 0.49601380734361794)"
25,"Learning(0.1, 0.9, 0.0)_result_(0.05, 0.93, 0.02)","(0.5997810426090023, 0.21683748145157794)","(0.3004431047016911, 0.09788985179205827)","(0.9557645724118246, 0.4881103442363582)"
26,"Learning(0.2, 0.8, 0.0)_result_(0.28, 0.69, 0.02)","(0.5339325437970203, 0.18725600926003017)","(0.3236395763346273, 0.11009226325917816)","(0.7704756279210989, 0.4430282756515838)"
27,"Learning(0.3, 0.7, 0.0)_result_(0.37, 0.61, 0.02)","(0.4991246516392015, 0.17135436668897414)","(0.34457935330417394, 0.1238174333651049)","(0.6709180353354895, 0.4027874917780238)"
28,"Learning(0.4, 0.6, 0.0)_result_(0.5, 0.49, 0.01)","(0.45978014347508034, 0.1558752257040738)","(0.38295404749327355, 0.137808217024885)","(0.529233198043106, 0.342091210490453)"
29,"Learning(0.5, 0.5, 0.0)_result_(0.63, 0.36, 0.01)","(0.42492375524919845, 0.13068085593179862)","(0.43409632715089463, 0.1831552685232859)","(0.404463813453683, 0.26800260074714427)"
30,"Learning(0.6, 0.4, 0.0)_result_(0.7, 0.29, 0.01)","(0.40796252717279313, 0.12156062349063294)","(0.4699519025872226, 0.1981772103672371)","(0.33666068736362686, 0.21896716045529785)"
31,"Learning(0.7, 0.3, 0.0)_result_(0.78, 0.21, 0.0)","(0.39246708406120123, 0.11217825609831544)","(0.5184364856424125, 0.21077479588810188)","(0.2781472455903177, 0.1840247486724307)"
32,"Learning(0.8, 0.2, 0.0)_result_(0.89, 0.1, 0.01)","(0.3863285407263136, 0.10948235722673803)","(0.553342944511793, 0.22610351276603965)","(0.2627401881116767, 0.17336778407343317)"
33,"Learning(0.9, 0.1, 0.0)_result_(0.95, 0.05, 0.0)","(0.384143952663994, 0.10843474430731116)","(0.5838669466839316, 0.2336974355959335)","(0.24345226741149273, 0.1436699044807022)"
34,"Learning(1.0, 0.0, 0.0)_result_(0.97, 0.01, 0.02)","(0.38340658279010215, 0.10802199626372055)","(0.5996791414997317, 0.23166123127540622)","(0.24096945956491828, 0.13894954093124948)"
