,Policy,sus,sec,eff
21,"Society (0.0, 1.0, 0.0)","(0.6542267498160456, 0.22416048957209667)","(0.29702802631666264, 0.0970941634381398)","(1.0842543207051534, 0.49601380734361794)"
22,"Society (0.25, 0.0, 0.75)","(0.3991931910219137, 0.1194563329843708)","(0.5901728240749722, 0.2132171477861718)","(0.21906245908336897, 0.11028308899004426)"
23,"Society (0.25, 0.25, 0.5)","(0.4592292400026437, 0.13056906819037883)","(0.5207807704322668, 0.1863226552044934)","(0.43018778921706197, 0.19981164409524865)"
24,"Society (0.25, 0.5, 0.25)","(0.5233409583778427, 0.15710531123122695)","(0.446036358204736, 0.15597105168484593)","(0.6514483191189738, 0.3025133361068381)"
25,"Society (0.25, 0.75, 0.0)","(0.5880856983254872, 0.19874801436231104)","(0.3726007074510945, 0.11467045527797728)","(0.8754651257358522, 0.4217353038529863)"
26,"Society (0.5, 0.0, 0.5)","(0.39336689493257404, 0.11473377702194698)","(0.5924596512238695, 0.21888237991502038)","(0.22708384706041362, 0.11809430490308197)"
27,"Society (0.5, 0.25, 0.25)","(0.4516696856839668, 0.13604256752888264)","(0.5205659336136657, 0.1846870312914169)","(0.43810358635769503, 0.21800563945338167)"
28,"Society (0.5, 0.5, 0.0)","(0.5209379012042376, 0.16064181215540604)","(0.4490906223381707, 0.15814225389215986)","(0.6688262019702004, 0.3109225019173153)"
29,"Society (0.75, 0.0, 0.25)","(0.38789022921854144, 0.11048824702124274)","(0.5972892397957605, 0.22263387235062967)","(0.23459172478354673, 0.130382389790729)"
30,"Society (0.75, 0.25, 0.0)","(0.4551428860725873, 0.1352229553462207)","(0.5295857495394318, 0.19766059412481496)","(0.46075772485901795, 0.24052323191757163)"
31,"Society (1.0, 0.0, 0.0)","(0.38340658279010215, 0.10802199626372055)","(0.5996791414997317, 0.23166123127540622)","(0.24096945956491828, 0.13894954093124948)"
32,"Learning(0.0, 0.0, 1.0)_result_(0.0, 0.0, 1.0)","(0.40294469083202883, 0.12217468721267494)","(0.5885897678555537, 0.21892939955785365)","(0.21256572456523395, 0.10409788265092682)"
33,"Learning(0.0, 0.25, 0.75)_result_(0.0, 0.25, 0.75)","(0.4093711351337046, 0.1328342302791552)","(0.5662287569872493, 0.2073394529538023)","(0.21541472139659545, 0.10822256358706318)"
34,"Learning(0.0, 0.5, 0.5)_result_(0.0, 0.5, 0.5)","(0.40879985198951446, 0.13321801125101154)","(0.5105179943713761, 0.19217822396460824)","(0.25091846306282894, 0.1535144697310757)"
35,"Learning(0.0, 0.75, 0.25)_result_(0.0, 0.75, 0.25)","(0.45942762036008244, 0.15542989890925535)","(0.3943313564084651, 0.14167540438917445)","(0.4744976268243351, 0.32079477992688055)"
36,"Learning(0.0, 1.0, 0.0)_result_(0.0, 1.0, 0.0)","(0.6542267498160456, 0.22416048957209667)","(0.29702802631666264, 0.0970941634381398)","(1.0842543207051534, 0.49601380734361794)"
37,"Learning(0.25, 0.0, 0.75)_result_(0.25, 0.0, 0.75)","(0.3948829037307357, 0.11305780554384966)","(0.5965882309191282, 0.22650016827855843)","(0.21381368306289292, 0.10597844357750415)"
38,"Learning(0.25, 0.25, 0.5)_result_(0.25, 0.25, 0.5)","(0.3986820141902794, 0.11594795922265579)","(0.5536622916649656, 0.21160491367832493)","(0.2240307354391246, 0.11914634241547299)"
39,"Learning(0.25, 0.5, 0.25)_result_(0.25, 0.5, 0.25)","(0.4138120186957837, 0.12962736063650218)","(0.47238574280632556, 0.18608901124336769)","(0.30742624916571293, 0.20233675139502041)"
40,"Learning(0.25, 0.75, 0.0)_result_(0.25, 0.75, 0.0)","(0.5699541736386508, 0.20260293839860996)","(0.3083462616936901, 0.10532786275181336)","(0.8723530619693185, 0.47218709111153756)"
41,"Learning(0.5, 0.0, 0.5)_result_(0.5, 0.0, 0.5)","(0.389719334232627, 0.10984289370163454)","(0.6122948305968939, 0.23221392505963465)","(0.21657266729399502, 0.10690503790618688)"
42,"Learning(0.5, 0.25, 0.25)_result_(0.5, 0.25, 0.25)","(0.3951604841713561, 0.11536729798973497)","(0.5236814301581609, 0.20707533220916335)","(0.24897277648530067, 0.1550432792678702)"
43,"Learning(0.5, 0.5, 0.0)_result_(0.5, 0.5, 0.0)","(0.47847982773505227, 0.16729674576181855)","(0.3626486893747489, 0.12698756773744582)","(0.6071525837224295, 0.38427278730725173)"
44,"Learning(0.75, 0.0, 0.25)_result_(0.75, 0.0, 0.25)","(0.3868265921444522, 0.10953686633502553)","(0.6284809107989866, 0.23223764754097226)","(0.2205945417085068, 0.1062651067816491)"
45,"Learning(0.75, 0.25, 0.0)_result_(0.75, 0.25, 0.0)","(0.4026120325058735, 0.11645314580447802)","(0.48494458768044224, 0.20470517127104307)","(0.31553372239164, 0.19927922791221853)"
46,"Learning(1.0, 0.0, 0.0)_result_(1.0, 0.0, 0.0)","(0.38340658279010215, 0.10802199626372055)","(0.5996791414997317, 0.23166123127540622)","(0.24096945956491828, 0.13894954093124948)"
